Wear always protective equipment including helmets , kneepads and others .	['VB', 'RB', 'JJ', 'NN', 'VBG', 'NNS', ',', 'NNS', 'CC', 'NNS', '.']	[('root', 0), ('advmod', 3), ('amod', 4), ('obj', 1), ('case', 6), ('nmod', 4), ('punct', 8), ('conj', 6), ('cc', 10), ('conj', 6), ('punct', 1)]
Slice two or three Japanese or Persian cucumbers into thin slices .	['VB', 'CD', 'CC', 'CD', 'JJ', 'CC', 'JJ', 'NNS', 'IN', 'JJ', 'NNS', '.']	[('root', 0), ('nummod', 8), ('cc', 4), ('conj', 2), ('amod', 8), ('cc', 7), ('conj', 5), ('obj', 1), ('case', 11), ('amod', 11), ('obl', 1), ('punct', 1)]
Slice 2 or 3 Japanese or Persian cucumbers into thin slices .	['NN', 'CD', 'CC', 'CD', 'JJ', 'CC', 'JJ', 'NNS', 'IN', 'JJ', 'NNS', '.']	[('root', 0), ('nummod', 1), ('cc', 4), ('conj', 2), ('amod', 8), ('cc', 7), ('conj', 5), ('appos', 1), ('case', 11), ('amod', 11), ('nmod', 8), ('punct', 1)]

Focus on keeping your chest up and shoulder blades back so your back is flat .	['VB', 'IN', 'VBG', 'PRP$', 'NN', 'RP', 'CC', 'NN', 'NNS', 'RB', 'IN', 'PRP$', 'NN', 'VBZ', 'JJ', '.']	[('root', 0), ('mark', 3), ('advcl', 1), ('nmod:poss', 5), ('obj', 3), ('compound:prt', 3), ('cc', 9), ('compound', 9), ('conj', 5), ('advmod', 3), ('mark', 15), ('nmod:poss', 13), ('nsubj', 15), ('cop', 15), ('advcl', 3), ('punct', 1)]
To avoid it , focus on keeping your chest puffed slightly up and your shoulder blades back .	['TO', 'VB', 'PRP', ',', 'VB', 'IN', 'VBG', 'PRP$', 'NN', 'VBN', 'RB', 'RP', 'CC', 'PRP$', 'NN', 'NNS', 'RB', '.']	[('mark', 2), ('advcl', 5), ('obj', 2), ('punct', 5), ('root', 0), ('mark', 7), ('advcl', 5), ('nmod:poss', 9), ('obj', 7), ('xcomp', 7), ('advmod', 10), ('compound:prt', 10), ('cc', 16), ('nmod:poss', 16), ('compound', 16), ('conj', 10), ('advmod', 16), ('punct', 5)]

Start - > Run - > Type " regsvr32 softpub.dll " ( without quotes ) and wait for the OK message ; then try again .	['VB', ',', '-RRB-', 'NN', ',', '-RRB-']	[('root', 0), ('punct', 1), ('punct', 4), ('obj', 1), ('punct', 1), ('punct', 1)]
OR Start - > Run - > Type " regsvr32 softpub.dll " ( without quotes ) and wait for the OK message ; then try again .	['CC', 'NN', ',', '-RRB-', 'NN', ',', '-RRB-']	[('cc', 2), ('root', 0), ('punct', 2), ('punct', 5), ('appos', 2), ('punct', 2), ('punct', 2)]

Let 's look at some common methods recruiters use to lure unsuspecting teachers into unfair contracts , bad working conditions and poor living conditions .	['VB', 'PRP', 'VB', 'IN', 'DT', 'JJ', 'NNS', 'NNS', 'VBP', 'TO', 'VB', 'VBG', 'NNS', 'IN', 'JJ', 'NNS', ',', 'JJ', 'NN', 'NNS', 'CC', 'JJ', 'NN', 'NNS', '.']	[('root', 0), ('obj', 1), ('xcomp', 1), ('case', 7), ('det', 7), ('amod', 7), ('obl', 3), ('nsubj', 9), ('acl:relcl', 7), ('mark', 11), ('advcl', 9), ('xcomp', 11), ('obj', 12), ('case', 16), ('amod', 16), ('obl', 12), ('punct', 20), ('amod', 20), ('compound', 20), ('conj', 16), ('cc', 24), ('amod', 24), ('compound', 24), ('conj', 16), ('punct', 1)]
This article will look at some common methods recruiters use to lure unsuspecting teachers into unfair contracts , bad working conditions and poor living conditions .	['DT', 'NN', 'MD', 'VB', 'IN', 'DT', 'JJ', 'NNS', 'NNS', 'VBP', 'TO', 'VB', 'VBG', 'NNS', 'IN', 'JJ', 'NNS', ',', 'JJ', 'NN', 'NNS', 'CC', 'JJ', 'NN', 'NNS', '.']	[('det', 2), ('nsubj', 4), ('aux', 4), ('root', 0), ('case', 8), ('det', 8), ('amod', 8), ('obl', 4), ('nsubj', 10), ('acl:relcl', 8), ('mark', 12), ('advcl', 10), ('xcomp', 12), ('obj', 13), ('case', 17), ('amod', 17), ('obl', 13), ('punct', 21), ('amod', 21), ('compound', 21), ('conj', 17), ('cc', 25), ('amod', 25), ('compound', 25), ('conj', 17), ('punct', 4)]

Do n't let stardom go to your head ; you 'll be hated as soon as you were loved .	['VB', 'RB', 'VB', 'NN', 'VB', 'IN', 'PRP$', 'NN', ',', 'PRP', 'MD', 'VB', 'VBN', 'RB', 'RB', 'IN', 'PRP', 'VBD', 'VBN', '.']	[('aux', 3), ('advmod', 3), ('root', 0), ('obj', 3), ('xcomp', 3), ('case', 8), ('nmod:poss', 8), ('obl', 5), ('punct', 3), ('nsubj:pass', 13), ('aux', 13), ('aux:pass', 13), ('parataxis', 3), ('advmod', 15), ('advmod', 13), ('mark', 19), ('nsubj:pass', 19), ('aux:pass', 19), ('advcl', 14), ('punct', 3)]
If you get a girlfriend or boyfriend while doing this , make sure you treat her well .	['IN', 'PRP', 'VBP', 'DT', 'NN', 'CC', 'NN', 'IN', 'VBG', 'DT', ',', 'VB', 'JJ', 'PRP', 'VBP', 'PRP', 'RB', '.']	[('mark', 3), ('nsubj', 3), ('advcl', 12), ('det', 5), ('obj', 3), ('cc', 7), ('conj', 5), ('mark', 9), ('advcl', 3), ('obj', 9), ('punct', 12), ('root', 0), ('xcomp', 12), ('nsubj', 15), ('ccomp', 13), ('obj', 15), ('advmod', 15), ('punct', 12)]

Catch Kyogre in Pokémon Emerald	['VB', 'NNP', 'IN', 'NNP', 'NNP']	[('root', 0), ('obj', 1), ('case', 5), ('compound', 5), ('obl', 1)]
Fish in Pokémon Emerald	['NNP', 'IN', 'NNP', 'NNP']	[('root', 0), ('case', 4), ('compound', 4), ('nmod', 1)]

Recognize the situationYou 're a bride .	['VB', 'DT', 'NN']	[('root', 0), ('det', 3), ('obj', 1)]
You 're a bride .	['PRP', 'VBP', 'DT', 'NN', '.']	[('nsubj', 4), ('cop', 4), ('det', 4), ('root', 0), ('punct', 4)]

Take a deep breathWe all know how stressful and expensive your wedding day will be but all-in-all , you 're supposed to look back on it and see the happy moments where you said : " I do .	['VB', 'DT', 'JJ', 'NN']	[('root', 0), ('det', 4), ('amod', 4), ('obj', 1)]
We all know how stressful and expensive your wedding day will be , but all-in-all , you 're supposed to look back on it and see the happy moments where you said : " I do .	['PRP', 'DT', 'VBP', 'WRB', 'JJ', 'CC', 'JJ', 'PRP$', 'NN', 'NN', 'MD', 'VB', ',', 'CC', 'DT', 'HYPH', 'RB', ',', 'DT', ',', 'PRP', 'VBP', 'VBN', 'TO', 'VB', 'RB', 'IN', 'PRP', 'CC', 'VB', 'DT', 'JJ', 'NNS', 'WRB', 'PRP', 'VBD', ':', '``', 'PRP', 'VBP', '.']	[('nsubj', 3), ('det', 1), ('root', 0), ('advmod', 5), ('ccomp', 3), ('cc', 7), ('conj', 5), ('nmod:poss', 10), ('compound', 10), ('nsubj', 5), ('aux', 5), ('cop', 5), ('punct', 23), ('cc', 17), ('mark', 17), ('punct', 17), ('conj', 5), ('punct', 23), ('nsubj', 23), ('punct', 23), ('nsubj', 23), ('aux', 23), ('conj', 3), ('mark', 25), ('xcomp', 23), ('advmod', 25), ('case', 28), ('obl', 26), ('cc', 30), ('conj', 25), ('det', 33), ('amod', 33), ('obj', 30), ('advmod', 36), ('nsubj', 36), ('acl:relcl', 33), ('punct', 36), ('punct', 40), ('nsubj', 40), ('ccomp', 36), ('punct', 3)]

Ask for helpYes , it is your wedding but there 's a great chance that your lil ' sis has been dying to help and your mother is obsessing over ivory or cream .	['VB', 'IN', 'NN']	[('root', 0), ('case', 3), ('obl', 1)]
Yes , it is your wedding but there 's a great chance that your lil ' sis has been dying to help and your mother is obsessing over ivory or cream .	['UH', ',', 'PRP', 'VBZ', 'PRP$', 'NN', 'CC', 'EX', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'PRP$', 'NN', 'POS', 'NN', 'VBZ', 'VBN', 'VBG', 'TO', 'VB', 'CC', 'PRP$', 'NN', 'VBZ', 'VBG', 'IN', 'NN', 'CC', 'NN', '.']	[('discourse', 6), ('punct', 6), ('nsubj', 6), ('cop', 6), ('nmod:poss', 6), ('root', 0), ('cc', 9), ('expl', 9), ('conj', 6), ('det', 12), ('amod', 12), ('nsubj', 9), ('mark', 20), ('nmod:poss', 15), ('nmod:poss', 17), ('case', 15), ('nsubj', 20), ('aux', 20), ('aux', 20), ('acl', 12), ('mark', 22), ('advcl', 20), ('cc', 27), ('nmod:poss', 25), ('nsubj', 27), ('aux', 27), ('conj', 20), ('case', 29), ('obl', 27), ('cc', 31), ('conj', 29), ('punct', 6)]

Record the payment of the stock dividends by debiting the stock dividends payable account and crediting the common stock account .	['VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'NNS', 'IN', 'VBG', 'DT', 'NN', 'NNS', 'JJ', 'NN', 'CC', 'VBG', 'DT', 'JJ', 'NN', 'NN', '.']	[('root', 0), ('det', 3), ('obj', 1), ('case', 7), ('det', 7), ('compound', 7), ('nmod', 3), ('mark', 9), ('advcl', 1), ('det', 14), ('compound', 12), ('obj', 9), ('amod', 14), ('obj', 9), ('cc', 16), ('conj', 9), ('det', 20), ('amod', 20), ('compound', 20), ('obj', 16), ('punct', 1)]
This is done by debiting the common stock dividends distributable account and crediting the common stock account by the same amount .	['DT', 'VBZ', 'VBN', 'IN', 'VBG', 'DT', 'JJ', 'NN', 'NNS', 'JJ', 'NN', 'CC', 'VBG', 'DT', 'JJ', 'NN', 'NN', 'IN', 'DT', 'JJ', 'NN', '.']	[('nsubj:pass', 3), ('aux:pass', 3), ('root', 0), ('mark', 5), ('advcl', 3), ('det', 11), ('amod', 11), ('compound', 9), ('compound', 11), ('amod', 11), ('obj', 5), ('cc', 13), ('conj', 5), ('det', 17), ('amod', 17), ('compound', 17), ('obj', 13), ('case', 21), ('det', 21), ('amod', 21), ('obl', 13), ('punct', 3)]

Multiply your hourly salary by the number of hours you work per week to calculate your weekly salary .	['VB', 'PRP$', 'JJ', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNS', 'PRP', 'VBP', 'IN', 'NN', 'TO', 'VB', 'PRP$', 'JJ', 'NN', '.']	[('root', 0), ('nmod:poss', 4), ('amod', 4), ('obj', 1), ('case', 7), ('det', 7), ('obl', 1), ('case', 9), ('nmod', 7), ('nsubj', 11), ('acl:relcl', 9), ('case', 13), ('obl', 11), ('mark', 15), ('advcl', 11), ('nmod:poss', 18), ('amod', 18), ('obj', 15), ('punct', 1)]
For hourly wage earners : Multiply your hourly salary by the number of hours you work per week .	['IN', 'JJ', 'NN', 'NNS', ':']	[('case', 4), ('amod', 4), ('compound', 4), ('root', 0), ('punct', 4)]

Contact the International Board of Lactation Consultant Examiners ( IBLCE ) and review the process of becoming a certified lactation consultant .	['VB', 'DT', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', 'NNPS', '-LRB-', 'NNP', '-RRB-', 'CC', 'VB', 'DT', 'NN', 'IN', 'VBG', 'DT', 'VBN', 'NN', 'NN', '.']	[('root', 0), ('det', 4), ('compound', 4), ('obj', 1), ('case', 8), ('compound', 7), ('compound', 8), ('nmod', 4), ('punct', 10), ('appos', 8), ('punct', 10), ('cc', 13), ('conj', 1), ('det', 15), ('obj', 13), ('mark', 17), ('acl', 15), ('det', 21), ('amod', 21), ('compound', 21), ('obj', 17), ('punct', 1)]
To become a lactation consultation , it is necessary to get certified by the International Board of Lactation Consultant Examiners ( IBLCE ) .	['TO', 'VB', 'DT', 'NN', 'NN', ',', 'PRP', 'VBZ', 'JJ', 'TO', 'VB', 'VBN', 'IN', 'DT', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', 'NNPS', '-LRB-', 'NNP', '-RRB-', '.']	[('mark', 2), ('advcl', 9), ('det', 5), ('compound', 5), ('obj', 2), ('punct', 9), ('expl', 9), ('cop', 9), ('root', 0), ('mark', 12), ('aux:pass', 12), ('csubj', 9), ('case', 16), ('det', 16), ('compound', 16), ('obl', 12), ('case', 20), ('compound', 19), ('compound', 20), ('nmod', 16), ('punct', 22), ('appos', 20), ('punct', 22), ('punct', 9)]

Open the Windows Movie Maker .	['VB', 'DT', 'NNS', 'NN', 'NN', '.']	[('root', 0), ('det', 5), ('compound', 5), ('compound', 5), ('obj', 1), ('punct', 1)]
Open Windows Movie Maker .	['JJ', 'NNS', 'NN', 'NN', '.']	[('amod', 4), ('compound', 4), ('compound', 4), ('root', 0), ('punct', 4)]

is an excellent starting point for learning the Bible .	['VBZ', 'DT', 'JJ', 'NN', 'NN', 'IN', 'VBG', 'DT', 'NNP', '.']	[('cop', 5), ('det', 5), ('amod', 5), ('compound', 5), ('root', 0), ('mark', 7), ('acl', 5), ('det', 9), ('obj', 7), ('punct', 5)]
" is an excellent starting point for learning the Bible .	['``', 'VBZ', 'DT', 'JJ', 'NN', 'NN', 'IN', 'VBG', 'DT', 'NNP', '.']	[('punct', 6), ('cop', 6), ('det', 6), ('amod', 6), ('compound', 6), ('root', 0), ('mark', 8), ('acl', 6), ('det', 10), ('obj', 8), ('punct', 6)]

Make a heartfelt dedication in prayer to serve God forever .	['VB', 'DT', 'JJ', 'NN', 'IN', 'NN', 'TO', 'VB', 'NNP', 'RB', '.']	[('root', 0), ('det', 4), ('amod', 4), ('obj', 1), ('case', 6), ('nmod', 4), ('mark', 8), ('advcl', 1), ('obj', 8), ('advmod', 8), ('punct', 1)]
Baptism Make a heartfelt dedication in prayer to serve Jehovah God forever .	['NN', 'VBP', 'DT', 'JJ', 'NN', 'IN', 'NN', 'TO', 'VB', 'NNP', 'NNP', 'RB', '.']	[('nsubj', 2), ('root', 0), ('det', 5), ('amod', 5), ('obj', 2), ('case', 7), ('obl', 2), ('mark', 9), ('advcl', 2), ('compound', 11), ('obj', 9), ('advmod', 9), ('punct', 2)]

Use this block to ensure defense of the lower portion of body in coming from the punch or kick .	['VB', 'DT', 'NN', 'TO', 'VB', 'NN', 'IN', 'DT', 'JJR', 'NN', 'IN', 'NN', 'IN', 'VBG', 'IN', 'DT', 'NN', 'CC', 'NN', '.']	[('root', 0), ('det', 3), ('obj', 1), ('mark', 5), ('advcl', 1), ('obj', 5), ('case', 10), ('det', 10), ('amod', 10), ('nmod', 6), ('case', 12), ('nmod', 10), ('mark', 14), ('advcl', 5), ('case', 17), ('det', 17), ('obl', 14), ('cc', 19), ('conj', 17), ('punct', 1)]
This block is used to ensure defense of the lower portion of body in coming from the punch or kick .	['DT', 'NN', 'VBZ', 'VBN', 'TO', 'VB', 'NN', 'IN', 'DT', 'JJR', 'NN', 'IN', 'NN', 'IN', 'VBG', 'IN', 'DT', 'NN', 'CC', 'NN', '.']	[('det', 2), ('nsubj:pass', 4), ('aux:pass', 4), ('root', 0), ('mark', 6), ('advcl', 4), ('obj', 6), ('case', 11), ('det', 11), ('amod', 11), ('nmod', 7), ('case', 13), ('nmod', 11), ('mark', 15), ('advcl', 6), ('case', 18), ('det', 18), ('obl', 15), ('cc', 20), ('conj', 18), ('punct', 4)]

Be dressed neatly and cleanly .	['VB', 'VBN', 'RB', 'CC', 'RB', '.']	[('aux:pass', 2), ('root', 0), ('advmod', 2), ('cc', 5), ('conj', 3), ('punct', 2)]
Dress neatly and cleanly .	['NN', 'RB', 'CC', 'RB', '.']	[('root', 0), ('advmod', 1), ('cc', 4), ('conj', 2), ('punct', 1)]

Wash your hair with lotion once in a while	['VB', 'PRP$', 'NN', 'IN', 'NN', 'RB', 'IN', 'DT', 'NN']	[('root', 0), ('nmod:poss', 3), ('obj', 1), ('case', 5), ('obl', 1), ('advmod', 1), ('case', 9), ('det', 9), ('obl', 1)]
Once in a while , wash your hair with lotion .	['RB', 'IN', 'DT', 'NN', ',', 'VB', 'PRP$', 'NN', 'IN', 'NN', '.']	[('advmod', 6), ('case', 4), ('det', 4), ('obl', 1), ('punct', 6), ('root', 0), ('nmod:poss', 8), ('obj', 6), ('case', 10), ('obl', 6), ('punct', 6)]

Recommended magazines include : Teen Vogue , Seventeen and Elle .	['VBN', 'NNS', 'VBP', ':', 'NNP', 'NNP', ',', 'NNP', 'CC', 'NNP', '.']	[('amod', 2), ('nsubj', 3), ('root', 0), ('punct', 3), ('compound', 6), ('obj', 3), ('punct', 8), ('conj', 6), ('cc', 10), ('conj', 6), ('punct', 3)]
Excellent magazines include Teen Vogue , Seventeen , and Elle .	['JJ', 'NNS', 'VBP', 'NNP', 'NNP', ',', 'NNP', ',', 'CC', 'NNP', '.']	[('amod', 2), ('nsubj', 3), ('root', 0), ('compound', 5), ('obj', 3), ('punct', 7), ('conj', 5), ('punct', 10), ('cc', 10), ('conj', 5), ('punct', 3)]

Be perfect .	['VB', 'JJ', '.']	[('cop', 2), ('root', 0), ('punct', 2)]
" Be perfect .	['``']	[('root', 0)]

Click the Bookmark Favicon Changer icon .	['VB', 'DT', 'NN', 'NN', 'NN', 'NN', '.']	[('root', 0), ('det', 6), ('compound', 4), ('compound', 6), ('compound', 6), ('obj', 1), ('punct', 1)]
Right-click the Bookmark Favicon Changer icon .	['RB', ',', 'VB', 'DT', 'NN', 'NN', 'NN', 'NN', '.']	[('advmod', 3), ('punct', 3), ('root', 0), ('det', 8), ('compound', 6), ('compound', 8), ('compound', 8), ('obj', 3), ('punct', 3)]

Click the Bookmark Favicon Changer icon again and select .	['VB', 'DT', 'NN', 'NN', 'NN', 'NN', 'RB', 'CC', 'VB', '.']	[('root', 0), ('det', 6), ('compound', 4), ('compound', 6), ('compound', 6), ('obj', 1), ('advmod', 1), ('cc', 9), ('conj', 1), ('punct', 1)]
Right-click the Bookmark Favicon Changer icon again and select .	['RB', ',', 'VB', 'DT', 'NN', 'NN', 'NN', 'NN', 'RB', 'CC', 'VB', '.']	[('advmod', 3), ('punct', 3), ('root', 0), ('det', 8), ('compound', 6), ('compound', 8), ('compound', 8), ('obj', 3), ('advmod', 3), ('cc', 11), ('conj', 3), ('punct', 3)]

Put on eye shadow .	['VB', 'IN', 'NN', 'NN', '.']	[('root', 0), ('case', 4), ('compound', 4), ('obl', 1), ('punct', 1)]
Then put on the eye shadow	['RB', 'VB', 'RP', 'DT', 'NN', 'NN']	[('advmod', 2), ('root', 0), ('compound:prt', 2), ('det', 6), ('compound', 6), ('obj', 2)]

Be nice ; wear tight clothes and always look your best .	['VB', 'JJ', ',', 'VB', 'JJ', 'NNS', 'CC', 'RB', 'VB', 'PRP$', 'JJS', '.']	[('cop', 2), ('root', 0), ('punct', 2), ('parataxis', 2), ('amod', 6), ('obj', 4), ('cc', 9), ('advmod', 9), ('conj', 2), ('nmod:poss', 11), ('obj', 9), ('punct', 2)]
Miley likes to wear tight clothes and she always look your best .	['NNP', 'VBZ', 'TO', 'VB', 'JJ', 'NNS', 'CC', 'PRP', 'RB', 'VBP', 'PRP$', 'JJS', '.']	[('nsubj', 2), ('root', 0), ('mark', 4), ('xcomp', 2), ('amod', 6), ('obj', 4), ('cc', 10), ('nsubj', 10), ('advmod', 10), ('conj', 2), ('nmod:poss', 12), ('obj', 10), ('punct', 2)]

Remember that Miley grew up in a musical family and has been singing from a very young age .	['VB', 'IN', 'NNP', 'VBD', 'RP', 'IN', 'DT', 'JJ', 'NN', 'CC', 'VBZ', 'VBN', 'VBG', 'IN', 'DT', 'RB', 'JJ', 'NN', '.']	[('root', 0), ('mark', 4), ('nsubj', 4), ('ccomp', 1), ('compound:prt', 4), ('case', 9), ('det', 9), ('amod', 9), ('obl', 4), ('cc', 13), ('aux', 13), ('aux', 13), ('conj', 4), ('case', 18), ('det', 18), ('advmod', 17), ('amod', 18), ('obl', 13), ('punct', 1)]
Miley grew up in a musical family and has been singing from a very young age .	['NNP', 'VBD', 'RP', 'IN', 'DT', 'JJ', 'NN', 'CC', 'VBZ', 'VBN', 'VBG', 'IN', 'DT', 'RB', 'JJ', 'NN', '.']	[('nsubj', 2), ('root', 0), ('compound:prt', 2), ('case', 7), ('det', 7), ('amod', 7), ('obl', 2), ('cc', 11), ('aux', 11), ('aux', 11), ('conj', 2), ('case', 16), ('det', 16), ('advmod', 15), ('amod', 16), ('obl', 11), ('punct', 2)]

Pour the detergent directly into the center barrel of the machine .	['VB', 'DT', 'NN', 'RB', 'IN', 'DT', 'NN', 'NN', 'IN', 'DT', 'NN', '.']	[('root', 0), ('det', 3), ('obj', 1), ('advmod', 1), ('case', 8), ('det', 8), ('compound', 8), ('obl', 1), ('case', 11), ('det', 11), ('nmod', 8), ('punct', 1)]
Or , you can get a measuring cup used just for cleaning purposes .	['CC', ',', 'PRP', 'MD', 'VB', 'DT', 'NN', 'NN', 'VBN', 'RB', 'IN', 'NN', 'NNS', '.']	[('cc', 5), ('punct', 5), ('nsubj', 5), ('aux', 5), ('root', 0), ('det', 8), ('compound', 8), ('obj', 5), ('acl', 8), ('advmod', 13), ('case', 13), ('compound', 13), ('obl', 9), ('punct', 5)]

Work out your capital gain by deducting the cost basis from the sales price .	['VB', 'RP', 'PRP$', 'NN', 'NN', 'IN', 'VBG', 'DT', 'NN', 'NN', 'IN', 'DT', 'NNS', 'NN', '.']	[('root', 0), ('compound:prt', 1), ('nmod:poss', 5), ('compound', 5), ('obj', 1), ('mark', 7), ('advcl', 1), ('det', 10), ('compound', 10), ('obj', 7), ('case', 14), ('det', 14), ('compound', 14), ('nmod', 10), ('punct', 1)]
Then , work out your capital gain by deducting the cost basis from the sales price .	['RB', ',', 'VB', 'RP', 'PRP$', 'NN', 'NN', 'IN', 'VBG', 'DT', 'NN', 'NN', 'IN', 'DT', 'NNS', 'NN', '.']	[('advmod', 3), ('punct', 3), ('root', 0), ('compound:prt', 3), ('nmod:poss', 7), ('compound', 7), ('obj', 3), ('mark', 9), ('advcl', 3), ('det', 12), ('compound', 12), ('obj', 9), ('case', 16), ('det', 16), ('compound', 16), ('nmod', 12), ('punct', 3)]

Determine the value of reference .	['VB', 'DT', 'NN', 'IN', 'NN', '.']	[('root', 0), ('det', 3), ('obj', 1), ('case', 5), ('nmod', 3), ('punct', 1)]
1684 is our value of reference .	['CD', 'VBZ', 'PRP$', 'NN', 'IN', 'NN', '.']	[('root', 0), ('cop', 1), ('nmod:poss', 4), ('appos', 1), ('case', 6), ('nmod', 4), ('punct', 1)]

Determine the value of reference .	['VB', 'DT', 'NN', 'IN', 'NN', '.']	[('root', 0), ('det', 3), ('obj', 1), ('case', 5), ('nmod', 3), ('punct', 1)]
value to a value of reference .	['NN', 'IN', 'DT', 'NN', 'IN', 'NN', '.']	[('root', 0), ('case', 4), ('det', 4), ('nmod', 1), ('case', 6), ('nmod', 4), ('punct', 1)]

Build the PVC boiler in three stages , first is the 90 degree inlet and its fittings , second , the santee and its fittings along with the heating element and third , the riser with its clear PVC braided hose and all of its fittings .	['VB', 'DT', 'NN', 'NN', 'IN', 'CD', 'NNS', ',', 'RB', 'VBZ', 'DT', 'CD', 'NN', 'NN', 'CC', 'PRP$', 'NNS', ',', 'RB', ',', 'DT', 'NN', 'CC', 'PRP$', 'NNS', 'IN', 'IN', 'DT', 'NN', 'NN', 'CC', 'RB', ',', 'DT', 'NN', 'IN', 'PRP$', 'JJ', 'NN', 'VBN', 'NN', 'CC', 'DT', 'IN', 'PRP$', 'NNS', '.']	[('root', 0), ('det', 4), ('compound', 4), ('obj', 1), ('case', 7), ('nummod', 7), ('obl', 1), ('punct', 1), ('advmod', 1), ('cop', 9), ('det', 14), ('nummod', 13), ('compound', 14), ('parataxis', 1), ('cc', 17), ('nmod:poss', 17), ('conj', 14), ('punct', 14), ('advmod', 22), ('punct', 22), ('det', 22), ('conj', 14), ('cc', 25), ('nmod:poss', 25), ('conj', 22), ('case', 30), ('case', 30), ('det', 30), ('compound', 30), ('nmod', 22), ('cc', 35), ('advmod', 35), ('punct', 35), ('det', 35), ('conj', 30), ('case', 41), ('nmod:poss', 41), ('amod', 41), ('compound', 40), ('amod', 41), ('nmod', 35), ('cc', 43), ('conj', 41), ('case', 46), ('nmod:poss', 46), ('nmod', 43), ('punct', 1)]
The PVC boiler is built in three stages , first is the 90 degree inlet and its fittings , second , the santee and its fittings along with the heating element and third , the riser with its clear PVC braided hose and all of its fittings .	['DT', 'NN', 'NN', 'VBZ', 'VBN', 'IN', 'CD', 'NNS', ',', 'RB', 'VBZ', 'DT', 'CD', 'NN', 'NN', 'CC', 'PRP$', 'NNS', ',', 'RB', ',', 'DT', 'NN', 'CC', 'PRP$', 'NNS', 'IN', 'IN', 'DT', 'NN', 'NN', 'CC', 'RB', ',', 'DT', 'NN', 'IN', 'PRP', 'VBZ', 'JJ', 'NN', 'VBN', 'NN', 'CC', 'DT', 'IN', 'PRP$', 'NNS', '.']	[('det', 3), ('compound', 3), ('nsubj:pass', 5), ('aux:pass', 5), ('root', 0), ('case', 8), ('nummod', 8), ('obl', 5), ('punct', 5), ('advmod', 5), ('cop', 15), ('det', 15), ('nummod', 14), ('compound', 15), ('nsubj:pass', 5), ('cc', 18), ('nmod:poss', 18), ('conj', 15), ('punct', 15), ('advmod', 23), ('punct', 23), ('det', 23), ('conj', 15), ('cc', 26), ('nmod:poss', 26), ('conj', 23), ('case', 31), ('case', 31), ('det', 31), ('compound', 31), ('nmod', 23), ('cc', 36), ('advmod', 36), ('punct', 36), ('det', 36), ('conj', 31), ('mark', 43), ('nsubj', 43), ('cop', 43), ('amod', 43), ('compound', 42), ('amod', 43), ('acl:relcl', 36), ('cc', 45), ('conj', 43), ('case', 48), ('nmod:poss', 48), ('nmod', 45), ('punct', 5)]

Add the short PVC nipple at the top end of the 90 degree fitting , this is where the santee will be fitted .	['VB', 'DT', 'JJ', 'NN', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'CD', 'NN', 'NN', ',', 'DT', 'VBZ', 'WRB', 'DT', 'NN', 'MD', 'VB', 'VBN', '.']	[('root', 0), ('det', 5), ('amod', 5), ('compound', 5), ('obj', 1), ('case', 9), ('det', 9), ('amod', 9), ('obl', 1), ('case', 14), ('det', 14), ('nummod', 13), ('compound', 14), ('nmod', 9), ('punct', 1), ('nsubj', 18), ('cop', 18), ('parataxis', 1), ('det', 20), ('nsubj:pass', 23), ('aux', 23), ('aux:pass', 23), ('acl:relcl', 18), ('punct', 1)]
Now add the short PVC nipple at the top end of the 90 degree fitting , this is where the santee will be fitted .	['RB', 'VB', 'DT', 'JJ', 'NN', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'CD', 'NN', 'NN', ',', 'DT', 'VBZ', 'WRB', 'DT', 'NN', 'MD', 'VB', 'VBN', '.']	[('advmod', 2), ('root', 0), ('det', 6), ('amod', 6), ('compound', 6), ('obj', 2), ('case', 10), ('det', 10), ('amod', 10), ('obl', 2), ('case', 15), ('det', 15), ('nummod', 14), ('compound', 15), ('nmod', 10), ('punct', 2), ('nsubj', 19), ('cop', 19), ('parataxis', 2), ('det', 21), ('nsubj:pass', 24), ('aux', 24), ('aux:pass', 24), ('acl:relcl', 19), ('punct', 2)]
